"date","geography","geography code","National identity: Total: All usual residents","National identity: British only identity","National identity: English only identity","National identity: English and British only identity","National identity: Welsh only identity","National identity: Welsh and British only identity","National identity: Any other combination of only UK identities","National identity: Scottish only identity","National identity: Scottish and British only identity","National identity: Northern Irish only identity","National identity: Northern Irish and British only identity","National identity: Cornish only identity","National identity: Cornish and British only identity","National identity: Any other combination of only UK identities","National identity: Irish only identity","National identity: Irish and at least one UK identity","National identity: Other identity only","National identity: Other identity and at least one UK identity","National identity: Non-UK identity only","National identity: UK identity and non-UK identity"
2021,"Wandsworth 010","E02000932",12845,6334,746,1265,82,59,288,106,66,36,14,4,1,61,247,55,2909,860,3156,915
2021,"Wandsworth 011","E02000933",8865,4657,660,816,37,22,167,50,57,13,10,7,0,30,161,34,1799,512,1960,546
2021,"Wandsworth 012","E02000934",8913,4687,662,899,45,25,197,72,48,34,22,2,0,19,232,16,1673,477,1905,493
2021,"Wandsworth 013","E02000935",7373,4020,633,642,10,4,50,21,5,11,5,0,0,8,72,12,1637,293,1709,305
2021,"Wandsworth 014","E02000936",9367,4549,638,809,44,32,174,55,53,33,13,0,2,18,161,21,2360,579,2521,600
2021,"Wandsworth 015","E02000937",8164,4561,490,790,36,25,152,57,45,22,8,0,0,20,154,20,1440,496,1594,516
2021,"Wandsworth 016","E02000938",10767,5800,861,753,29,16,93,27,27,6,7,0,0,26,143,29,2493,550,2636,579
2021,"Wandsworth 017","E02000939",7816,4432,463,845,42,19,153,54,33,36,11,0,0,19,105,37,1241,479,1346,516
2021,"Wandsworth 018","E02000940",9323,4958,581,805,54,25,155,38,56,16,21,0,0,24,134,20,2093,498,2227,518
2021,"Wandsworth 019","E02000941",10172,6018,805,985,45,27,186,74,41,29,11,1,0,30,180,33,1413,480,1593,513
2021,"Wandsworth 020","E02000942",9686,5398,624,956,41,24,158,46,45,25,16,0,1,25,146,35,1729,575,1875,610
2021,"Wandsworth 021","E02000943",8721,4914,517,912,54,26,231,76,56,31,17,3,0,48,178,29,1389,471,1567,500
2021,"Wandsworth 022","E02000944",7638,4124,519,459,13,10,74,22,22,16,6,0,0,8,56,22,1920,441,1976,463
2021,"Wandsworth 023","E02000945",7843,4121,556,494,14,11,61,20,11,13,4,0,0,13,77,8,2184,317,2261,325
2021,"Wandsworth 024","E02000946",8436,4688,754,771,43,30,218,68,47,39,11,2,0,51,122,12,1342,456,1464,468
2021,"Wandsworth 025","E02000947",9342,5118,626,983,44,32,172,58,49,28,10,0,0,27,169,24,1626,548,1795,572
2021,"Wandsworth 026","E02000948",10029,5712,631,1126,57,35,217,85,48,26,16,2,0,40,250,32,1500,469,1750,501
2021,"Wandsworth 027","E02000949",10008,5801,802,1088,58,34,258,94,57,35,19,4,0,49,236,41,1250,440,1486,481
2021,"Wandsworth 028","E02000950",7588,3920,524,493,11,8,94,48,21,11,0,2,0,12,92,6,1963,477,2055,483
2021,"Wandsworth 029","E02000951",6430,3669,443,741,40,21,133,50,31,21,9,0,0,22,133,24,977,249,1110,273
2021,"Wandsworth 030","E02000952",6145,3513,437,656,25,22,152,45,31,34,8,3,0,31,143,31,909,257,1052,288
2021,"Wandsworth 031","E02000953",7503,4232,492,803,34,19,137,47,29,24,6,3,0,28,163,27,1248,348,1411,375
2021,"Wandsworth 032","E02000954",6100,3593,378,551,40,14,108,29,28,16,4,1,0,30,128,12,987,289,1115,301
2021,"Wandsworth 033","E02000955",6890,4060,477,574,20,19,95,30,11,28,5,0,2,19,152,19,1193,281,1345,300
2021,"Wandsworth 034","E02000956",7418,4077,485,537,42,12,122,49,21,17,10,3,1,21,160,21,1649,313,1809,334
2021,"Wandsworth 035","E02000957",10863,6102,581,841,42,25,168,59,39,27,10,1,0,32,254,22,2249,579,2503,601
2021,"Wandsworth 036","E02000958",8276,4966,610,649,40,18,130,40,24,29,10,1,0,26,107,35,1281,440,1388,475
2021,"Wandsworth 037","E02000959",7866,4330,412,561,22,9,106,35,15,34,3,0,0,19,146,13,1891,376,2037,389
2021,"Westminster 001","E02000960",6159,2871,318,245,11,6,36,15,7,3,3,0,0,8,57,9,2189,417,2246,426
2021,"Westminster 002","E02000961",9813,5129,478,438,15,3,82,19,16,17,3,0,1,26,101,22,2918,627,3019,649
2021,"Westminster 003","E02000962",7701,3575,335,325,11,7,67,21,16,14,6,0,0,10,97,15,2775,494,2872,509
2021,"Westminster 004","E02000963",10525,7040,542,462,10,5,70,31,10,12,4,3,0,10,152,29,1815,400,1967,429
2021,"Westminster 005","E02000964",12142,7383,604,533,22,8,94,31,24,12,2,0,1,24,174,28,2661,635,2835,663
2021,"Westminster 006","E02000965",7875,3790,395,489,13,8,97,34,26,15,6,0,0,16,108,21,2332,622,2440,643
2021,"Westminster 007","E02000966",9252,4300,460,493,27,14,110,52,20,11,10,0,0,17,105,11,2994,738,3099,749
2021,"Westminster 008","E02000967",6056,2371,264,232,31,5,50,17,7,12,4,1,0,9,48,15,2617,423,2665,438
2021,"Westminster 009","E02000968",14479,9537,698,460,10,1,74,33,9,9,3,1,0,19,120,5,3000,574,3120,579
2021,"Westminster 010","E02000969",9610,6237,391,338,14,3,56,17,12,11,5,0,0,11,67,14,2038,452,2105,466
2021,"Westminster 011","E02000970",6837,2824,382,292,14,8,73,25,23,16,1,1,0,7,68,7,2729,440,2797,447
2021,"Westminster 012","E02000971",7472,2849,331,346,17,12,69,31,12,11,5,0,1,9,60,5,3206,577,3266,582
2021,"Westminster 013","E02000972",7880,3390,352,385,15,12,75,36,13,12,4,0,0,10,95,18,3077,461,3172,479
2021,"Westminster 014","E02000973",9955,4660,471,537,28,20,108,34,34,17,6,3,0,14,111,18,3339,663,3450,681
2021,"Westminster 015","E02000974",8703,3872,304,344,21,6,69,20,15,11,2,1,0,20,59,7,3482,539,3541,546
2021,"Westminster 016","E02000975",7418,2992,365,310,14,9,65,12,14,17,3,0,0,19,88,18,3056,501,3144,519
2021,"Westminster 017","E02000976",8441,3341,316,326,14,12,51,19,8,11,1,0,0,12,72,28,3608,673,3680,701
2021,"Westminster 018","E02000977",6389,2733,356,360,14,10,90,45,14,14,6,2,0,9,80,13,2370,363,2450,376
2021,"Westminster 019","E02000978",7129,2860,324,395,17,19,80,20,18,14,8,1,0,19,71,13,2927,423,2998,436
2021,"Westminster 020","E02000979",8083,3682,581,480,24,13,149,49,33,22,12,2,1,30,99,25,2563,467,2662,492
2021,"Westminster 021","E02000980",8726,4663,540,470,14,14,97,42,25,9,4,4,1,12,83,21,2368,456,2451,477
2021,"Westminster 022","E02000981",8268,4091,639,623,16,22,142,39,34,29,9,2,0,29,100,26,2205,404,2305,430
2021,"Westminster 023","E02000982",7639,4234,519,425,16,11,69,30,15,9,3,1,0,11,83,18,1843,421,1926,439
2021,"Westminster 024","E02000983",7695,4094,574,498,23,18,100,35,40,12,4,1,0,8,88,14,1881,405,1969,419
2021,"Bromley 040","E02006782",8130,4848,1191,777,10,7,95,41,26,13,1,3,0,11,74,7,863,258,937,265
2021,"Lewisham 037","E02006783",7772,4436,903,636,7,3,39,16,4,10,4,0,0,5,52,30,1404,262,1456,292
2021,"Lewisham 038","E02006784",7971,4801,903,552,13,3,35,14,2,10,4,0,0,5,59,12,1319,274,1378,286
2021,"Bexley 029","E02006785",6624,3471,1333,703,10,2,41,18,1,10,4,0,0,8,32,1,797,234,829,235
2021,"Greenwich 033","E02006786",7564,4356,809,606,10,7,50,25,2,7,2,0,0,14,44,11,1467,204,1511,215
2021,"Bromley 041","E02006787",7895,4751,1082,919,19,10,84,39,20,7,2,0,0,16,115,25,678,212,793,237
2021,"Croydon 045","E02006788",7611,5086,636,590,17,7,41,12,13,5,1,0,0,10,72,12,923,227,995,239
2021,"Bromley 042","E02006789",6785,3684,1678,1043,18,7,71,39,12,4,2,1,0,13,31,12,192,49,223,61
2021,"Ealing 040","E02006791",7565,4026,530,567,22,13,129,60,32,10,2,2,0,23,120,20,1667,471,1787,491
2021,"Hounslow 029","E02006792",8997,4372,599,591,28,16,114,50,28,16,9,0,0,11,205,27,2523,522,2728,549
2021,"Enfield 037","E02006793",9645,6162,427,238,3,0,20,9,2,6,0,0,0,3,58,4,2418,315,2476,319
2021,"Haringey 037","E02006794",8286,4979,352,199,5,2,42,14,6,12,7,0,0,3,46,7,2385,269,2431,276
2021,"Harrow 032","E02006795",8270,4871,483,275,9,5,21,4,7,1,1,1,0,7,53,9,2127,417,2180,426
2021,"Hillingdon 033","E02006796",9694,5484,1296,828,22,15,88,45,8,20,3,0,0,12,169,22,1450,320,1619,342
2021,"Lewisham 039","E02006798",8887,5093,431,513,27,14,115,55,16,17,10,2,1,14,73,14,2185,422,2258,436
2021,"Barking and Dagenham 023","E02006799",12040,6933,1214,764,8,3,30,16,1,9,0,1,0,3,56,8,2683,341,2739,349
2021,"Redbridge 034","E02006800",14680,9237,572,408,11,2,36,8,4,18,1,0,0,5,60,8,3812,534,3872,542
2021,"Lambeth 036","E02006801",8571,3800,601,505,34,16,101,46,16,21,4,1,0,13,113,30,2940,431,3053,461
2021,"Southwark 034","E02006802",9277,4850,539,619,37,20,117,48,22,16,11,0,0,20,119,29,2434,513,2553,542
2021,"Sutton 025","E02006836",8721,5385,1068,858,16,7,82,35,19,13,9,1,0,5,92,28,823,362,915,390
2021,"Tower Hamlets 032","E02006853",11016,5285,439,404,7,9,88,33,19,16,7,0,0,13,77,10,4018,679,4095,689
2021,"Tower Hamlets 033","E02006854",7075,2989,239,303,18,3,50,20,15,7,0,3,0,5,60,13,2902,498,2962,511
2021,"Harrow 033","E02006882",14394,9360,537,418,10,3,32,9,3,15,2,0,0,3,172,16,3069,777,3241,793
2021,"Hackney 028","E02006918",8396,5424,347,390,16,7,122,49,19,19,8,1,0,26,92,21,1586,391,1678,412
2021,"Hackney 029","E02006921",7925,5472,390,488,11,2,39,13,11,5,3,0,0,7,50,15,1230,228,1280,243
2021,"Redbridge 035","E02006924",13600,9575,407,448,5,2,26,10,2,8,1,0,0,5,54,4,2660,419,2714,423
2021,"Redbridge 036","E02006925",14418,10610,527,481,2,1,16,7,2,4,0,0,0,3,40,2,2196,543,2236,545
2021,"Greenwich 034","E02006927",12367,6845,1198,1031,30,24,123,43,24,28,9,1,0,18,155,28,2299,634,2454,662
2021,"Greenwich 035","E02006928",12088,5957,685,999,43,37,181,76,33,33,11,1,0,27,159,23,3328,676,3487,699
2021,"Greenwich 037","E02006930",9850,5066,755,778,43,21,170,74,27,26,12,3,0,28,169,24,2245,579,2414,603
2021,"Greenwich 038","E02006931",9465,5148,701,797,57,17,180,80,36,25,9,4,0,26,163,40,1844,518,2007,558
2021,"Southwark 035","E02006941",5312,2076,262,430,24,24,152,42,40,38,11,0,0,21,116,21,1803,404,1919,425
2021,"Southwark 036","E02006942",6754,3369,428,452,19,18,114,47,24,15,8,3,0,17,117,20,1852,365,1969,385
2021,"Barnet 042","E02006953",9166,4448,274,344,5,4,39,12,14,6,2,0,0,5,59,7,3457,529,3516,536
2021,"Barnet 043","E02006954",10116,5679,309,298,11,7,31,13,3,11,1,0,0,3,105,13,3183,480,3288,493
2021,"Brent 035","E02006955",7508,3303,207,362,19,6,40,7,7,12,4,0,0,10,63,4,3146,358,3209,362
2021,"Brent 036","E02006956",8829,4637,274,296,18,8,22,4,2,9,1,0,0,6,99,10,3026,439,3125,449
2021,"Ealing 041","E02006968",8352,4072,396,506,21,25,83,29,9,24,4,0,0,17,116,40,2566,527,2682,567
2021,"Ealing 042","E02006969",6421,2692,244,384,16,17,90,39,16,13,8,0,0,14,117,15,2418,428,2535,443
2021,"Ealing 043","E02006970",7344,3364,82,96,1,0,11,2,0,6,1,1,0,1,18,0,3528,244,3546,244
2021,"Ealing 044","E02006971",8294,4627,111,105,1,0,7,1,1,0,2,0,0,3,12,2,3207,222,3219,224
2021,"Hounslow 030","E02006972",5411,3017,363,312,13,10,58,30,8,8,5,1,0,6,75,16,1297,250,1372,266
2021,"Hounslow 031","E02006973",8498,4844,715,538,23,6,96,43,22,15,4,2,0,10,127,15,1731,403,1858,418
2021,"Croydon 046","E02006987",7376,3521,430,459,13,8,73,33,16,11,2,0,1,10,71,13,2373,415,2444,428
2021,"Croydon 047","E02006988",7162,3916,582,526,12,12,73,34,15,12,3,0,2,7,64,8,1648,321,1712,329
2021,"Greenwich 039","E02006991",6320,2922,327,440,22,10,102,51,20,16,7,1,0,7,79,14,1967,437,2046,451
2021,"Greenwich 040","E02006992",8227,4162,623,551,30,18,110,46,17,16,9,2,1,19,97,19,2113,504,2210,523
2021,"Greenwich 041","E02006993",8397,4260,381,536,23,15,99,33,24,18,8,2,0,14,76,9,2483,515,2559,524
2021,"Greenwich 042","E02006994",7641,3952,557,382,14,2,49,18,6,9,4,0,0,12,44,11,2273,357,2317,368
2021,"Newham 038","E02006995",8640,4272,275,595,38,25,145,58,35,23,10,0,1,18,114,23,2678,475,2792,498
2021,"Newham 039","E02006996",8427,4082,344,432,23,21,65,24,12,12,7,0,0,10,78,21,2902,459,2980,480
2021,"Newham 040","E02006997",6886,3369,311,337,21,13,70,26,14,13,8,0,0,9,82,26,2259,398,2341,424
2021,"Newham 041","E02006998",7084,3865,435,260,5,4,18,8,1,1,1,0,0,7,23,4,2204,266,2227,270
2021,"Newham 042","E02006999",11241,5355,466,572,20,11,106,50,22,16,4,4,0,10,100,12,3911,688,4011,700
2021,"Lewisham 040","E02007008",5763,2700,215,314,11,8,74,21,18,10,7,2,5,11,73,8,1987,373,2060,381
2021,"Lewisham 041","E02007009",9141,5081,563,558,17,13,105,49,18,12,8,0,1,17,87,12,2313,392,2400,404
2021,"Redbridge 037","E02007017",8815,6047,656,414,2,3,24,6,11,6,0,0,0,1,38,4,1354,273,1392,277
2021,"Redbridge 038","E02007018",7269,4637,394,307,5,1,15,3,3,6,1,0,0,2,35,5,1602,268,1637,273
2021,"Redbridge 039","E02007019",7161,3148,148,129,1,0,14,7,2,1,1,0,0,3,18,3,3412,288,3430,291
2021,"Redbridge 040","E02007020",9840,6291,227,153,5,0,16,5,1,9,1,0,0,0,33,4,2810,301,2843,305
2021,"Wandsworth 038","E02007083",7710,3265,302,531,37,12,89,31,25,12,5,1,0,15,96,10,2870,498,2966,508
2021,"Wandsworth 039","E02007084",9890,5571,551,565,29,19,102,43,26,10,6,1,0,16,125,20,2459,449,2584,469
2021,"Hackney 030","E02007108",5942,2926,283,346,30,16,137,66,17,33,6,2,0,13,121,31,1690,362,1811,393
2021,"Hackney 031","E02007109",7620,4367,406,481,31,18,128,47,32,21,6,1,1,20,131,24,1638,396,1769,420
2021,"Hackney 032","E02007110",7333,3330,372,434,15,9,83,42,18,11,1,1,1,9,91,17,2548,434,2639,451
2021,"Hackney 033","E02007111",5947,2388,216,324,25,8,69,28,8,23,3,1,0,6,92,21,2438,366,2530,387
2021,"Tower Hamlets 034","E02007112",5892,2512,185,264,13,11,61,26,15,13,1,0,0,6,66,5,2327,448,2393,453
2021,"Tower Hamlets 035","E02007113",7460,3842,233,310,20,7,49,19,10,12,1,2,0,5,63,6,2535,395,2598,401
2021,"Tower Hamlets 036","E02007114",7566,3777,349,349,14,9,48,18,6,3,2,1,0,18,46,12,2527,435,2573,447
2021,"Camden 029","E02007115",11587,5777,602,581,38,19,137,47,30,27,6,3,1,23,139,30,3666,598,3805,628
