"date","geography","geography code","Multiple ethnic groups in household: Total: All households","Multiple ethnic groups in household: One-person household","Multiple ethnic groups in household: All household members have the same ethnic group","Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships","Multiple ethnic groups in household: Ethnic groups differ within partnerships","Multiple ethnic groups in household: Any other combination of multiple ethnic identities"
2021,"Wandsworth 006","E02000928",3614,1078,1618,91,576,251
2021,"Wandsworth 007","E02000929",3495,1174,1441,249,331,300
2021,"Wandsworth 008","E02000930",4261,1211,1860,123,525,542
2021,"Wandsworth 009","E02000931",3486,802,1700,88,550,346
2021,"Wandsworth 010","E02000932",5930,1799,2548,157,936,490
2021,"Wandsworth 011","E02000933",3931,1261,1660,110,633,267
2021,"Wandsworth 012","E02000934",4197,1409,1753,95,576,364
2021,"Wandsworth 013","E02000935",2439,794,1085,178,179,203
2021,"Wandsworth 014","E02000936",4384,1565,1708,137,611,363
2021,"Wandsworth 015","E02000937",3128,712,1595,93,493,235
2021,"Wandsworth 016","E02000938",4345,1343,1826,225,620,331
2021,"Wandsworth 017","E02000939",2836,616,1432,88,481,219
2021,"Wandsworth 018","E02000940",4213,1367,1806,184,521,335
2021,"Wandsworth 019","E02000941",4136,1085,2044,113,587,307
2021,"Wandsworth 020","E02000942",3815,899,1846,104,666,300
2021,"Wandsworth 021","E02000943",3811,1137,1688,99,550,337
2021,"Wandsworth 022","E02000944",2891,821,1326,167,341,236
2021,"Wandsworth 023","E02000945",2763,768,1247,173,254,321
2021,"Wandsworth 024","E02000946",3109,803,1496,110,412,288
2021,"Wandsworth 025","E02000947",3919,1001,1889,117,674,238
2021,"Wandsworth 026","E02000948",4382,1324,1930,125,607,396
2021,"Wandsworth 027","E02000949",4255,1251,1953,79,641,331
2021,"Wandsworth 028","E02000950",3110,912,1433,132,391,242
2021,"Wandsworth 029","E02000951",2822,907,1223,98,358,236
2021,"Wandsworth 030","E02000952",2656,882,1145,67,333,229
2021,"Wandsworth 031","E02000953",3210,1112,1372,92,417,217
2021,"Wandsworth 032","E02000954",2248,475,1119,73,297,284
2021,"Wandsworth 033","E02000955",2676,635,1355,124,276,286
2021,"Wandsworth 034","E02000956",3032,842,1321,123,289,457
2021,"Wandsworth 035","E02000957",4421,1237,2050,164,487,483
2021,"Wandsworth 036","E02000958",2917,711,1451,137,373,245
2021,"Wandsworth 037","E02000959",3104,897,1356,168,386,297
2021,"Westminster 001","E02000960",2783,1043,1107,78,345,210
2021,"Westminster 002","E02000961",4066,1277,1652,177,578,382
2021,"Westminster 003","E02000962",3858,1794,1306,114,374,270
2021,"Westminster 004","E02000963",4134,1285,1820,287,448,294
2021,"Westminster 005","E02000964",5358,2046,1990,314,538,470
2021,"Westminster 006","E02000965",3623,1277,1252,171,529,394
2021,"Westminster 007","E02000966",4110,1555,1473,133,655,294
2021,"Westminster 008","E02000967",3014,1299,1015,56,342,302
2021,"Westminster 009","E02000968",5614,2026,2469,297,352,470
2021,"Westminster 010","E02000969",3718,1275,1589,215,311,328
2021,"Westminster 011","E02000970",3555,1680,1189,64,435,187
2021,"Westminster 012","E02000971",3722,1723,1170,61,423,345
2021,"Westminster 013","E02000972",4252,2256,1193,119,371,313
2021,"Westminster 014","E02000973",4797,2252,1384,137,667,357
2021,"Westminster 015","E02000974",3981,1774,1310,124,454,319
2021,"Westminster 016","E02000975",3802,1726,1172,87,511,306
2021,"Westminster 017","E02000976",4212,1928,1322,116,479,367
2021,"Westminster 018","E02000977",3435,1940,896,70,328,201
2021,"Westminster 019","E02000978",2761,1064,982,78,375,262
2021,"Westminster 020","E02000979",3923,1817,1341,107,403,255
2021,"Westminster 021","E02000980",4323,1927,1503,170,459,264
2021,"Westminster 022","E02000981",4157,1908,1357,106,471,315
2021,"Westminster 023","E02000982",3844,1874,1290,155,309,216
2021,"Westminster 024","E02000983",3757,1696,1296,146,372,247
2021,"Bromley 040","E02006782",3196,828,1694,169,371,134
2021,"Lewisham 037","E02006783",2895,682,1571,232,221,189
2021,"Lewisham 038","E02006784",3125,969,1497,165,276,218
2021,"Bexley 029","E02006785",2574,671,1572,68,167,96
2021,"Greenwich 033","E02006786",2876,777,1468,170,268,193
2021,"Bromley 041","E02006787",3089,777,1634,106,489,83
2021,"Croydon 045","E02006788",2895,694,1404,247,352,198
2021,"Bromley 042","E02006789",2788,698,1818,34,181,57
2021,"Ealing 040","E02006791",3451,1226,1323,107,590,205
2021,"Hounslow 029","E02006792",4147,1583,1535,124,616,289
2021,"Enfield 037","E02006793",3390,873,1780,254,207,276
2021,"Haringey 037","E02006794",3124,966,1497,218,213,230
2021,"Harrow 032","E02006795",2644,411,1786,78,222,147
2021,"Hillingdon 033","E02006796",3578,846,2040,130,417,145
2021,"Lewisham 039","E02006798",3776,1304,1540,194,373,365
2021,"Barking and Dagenham 023","E02006799",3890,847,2366,180,256,241
2021,"Redbridge 034","E02006800",4515,978,2741,169,327,300
2021,"Lambeth 036","E02006801",3712,1524,1296,117,385,390
2021,"Southwark 034","E02006802",3938,1437,1505,162,455,379
2021,"Sutton 025","E02006836",3212,684,1956,74,383,115
2021,"Tower Hamlets 032","E02006853",5039,1989,2138,133,460,319
2021,"Tower Hamlets 033","E02006854",3529,1454,1345,52,446,232
2021,"Harrow 033","E02006882",4397,645,3055,116,246,335
2021,"Hackney 028","E02006918",3169,1023,1344,181,363,258
2021,"Hackney 029","E02006921",2782,897,1219,147,325,194
2021,"Redbridge 035","E02006924",4096,801,2528,123,322,322
2021,"Redbridge 036","E02006925",4188,617,2949,121,255,246
2021,"Greenwich 034","E02006927",5086,1537,2380,194,745,230
2021,"Greenwich 035","E02006928",5265,1722,2182,228,742,391
2021,"Greenwich 037","E02006930",4228,1233,1770,125,727,373
2021,"Greenwich 038","E02006931",4137,1315,1765,133,645,279
2021,"Southwark 035","E02006941",2985,1282,950,37,505,211
2021,"Southwark 036","E02006942",3364,1243,1197,113,454,357
2021,"Barnet 042","E02006953",3855,1275,1792,175,425,188
2021,"Barnet 043","E02006954",3720,1015,1871,153,390,291
2021,"Brent 035","E02006955",2709,826,1309,68,355,151
2021,"Brent 036","E02006956",2504,515,1468,91,226,204
2021,"Ealing 041","E02006968",3560,1211,1487,89,528,245
2021,"Ealing 042","E02006969",2980,1089,1200,72,418,201
2021,"Ealing 043","E02006970",2029,328,1395,66,117,123
2021,"Ealing 044","E02006971",2223,298,1609,55,103,158
2021,"Hounslow 030","E02006972",2335,776,1011,140,272,136
2021,"Hounslow 031","E02006973",3725,1314,1573,195,434,209
2021,"Croydon 046","E02006987",3879,1650,1478,112,498,141
2021,"Croydon 047","E02006988",3307,1344,1177,173,435,178
2021,"Greenwich 039","E02006991",3233,1160,1223,74,592,184
2021,"Greenwich 040","E02006992",3769,1217,1572,152,615,213
2021,"Greenwich 041","E02006993",3625,1102,1573,141,526,283
2021,"Greenwich 042","E02006994",3284,1175,1383,165,321,240
2021,"Newham 038","E02006995",3237,611,1497,113,514,502
2021,"Newham 039","E02006996",3158,918,1419,107,358,356
2021,"Newham 040","E02006997",3229,1055,1325,117,434,298
2021,"Newham 041","E02006998",2670,726,1367,160,222,195
2021,"Newham 042","E02006999",5051,1465,2272,191,730,393
2021,"Lewisham 040","E02007008",2660,918,1084,100,372,186
2021,"Lewisham 041","E02007009",3987,1449,1555,219,415,349
2021,"Redbridge 037","E02007017",2761,528,1760,114,223,136
2021,"Redbridge 038","E02007018",2529,657,1429,122,190,131
2021,"Redbridge 039","E02007019",2406,615,1477,76,118,120
2021,"Redbridge 040","E02007020",2724,462,1852,98,122,190
2021,"Wandsworth 038","E02007083",4106,1680,1508,132,595,191
2021,"Wandsworth 039","E02007084",4135,1284,1818,205,368,460
2021,"Hackney 030","E02007108",2802,973,952,84,400,393
2021,"Hackney 031","E02007109",3301,1071,1252,161,471,346
2021,"Hackney 032","E02007110",3360,1381,1128,127,388,336
2021,"Hackney 033","E02007111",2818,1054,934,65,407,358
2021,"Tower Hamlets 034","E02007112",2917,1175,1075,34,415,218
2021,"Tower Hamlets 035","E02007113",3269,1112,1457,79,359,262
2021,"Tower Hamlets 036","E02007114",3032,1066,1265,68,355,278
2021,"Camden 029","E02007115",4469,2031,1530,154,342,412
